,desc,score,match_desc
1033,rukkileib karja pagar 0.35kg,1.0,karja pagar rukkileib 0.35kg
1034,rukkileib rehe eesti pagar 0.6kg,1.0,eesti pagar rehe rukkileib 0.6kg
8832,rumm bacardi carta blanca 37.5% 0.7l,1.0,bacardi carta blanca rumm 37.5% 0.7l
1036,keefir mustika gefilus 0.3kg,1.0,gefilus mustika keefir 0.3kg
4730,pelmeenid veiselihaga vici 0.4kg,1.0,vici veiselihaga pelmeenid 0.4kg
3782,juustune kana-köögiviljasupp mamma 0.3kg,1.0,mamma juustune kana-köögiviljasupp 0.3kg
4850,rapsiõli olivia 1l,1.0,olivia rapsiõli 1l
1040,jogurtismuuti banaani-maasika-kiivi alma 0.275kg,1.0,alma banaani-maasika-kiivi jogurtismuuti 0.275kg
4848,broileri rinnalihasink karni 0.3kg,1.0,karni broileri rinnalihasink 0.3kg
4845,delikatess broilerihakklihasegu tallegg 0.3kg,1.0,tallegg delikatess broilerihakklihasegu 0.3kg
7775,vanillikaun santa maria 0.003kg,1.0,santa maria vanillikaun 0.003kg
4843,juustu mix farmi 0.2kg,1.0,farmi juustu mix 0.2kg
4842,juustu snäkk farmi 0.2kg,1.0,farmi juustu snäkk 0.2kg
4839,juust eesti viilutatud estover 0.2kg,1.0,estover eesti juust viilutatud 0.2kg
4836,tatrahelbed helen 0.5kg,1.0,helen tatrahelbed 0.5kg
1575,täisterapasta fusilli tartu mill 0.5kg,1.0,tartu mill täisterapasta fusilli 0.5kg
1634,toorbatoon pähklimaius nakd 0.035kg,1.0,nakd toorbatoon pähklimaius 0.035kg
937,broilerimaitseaine santa maria 0.03kg,1.0,santa maria broilerimaitseaine 0.03kg
5243,ühepajatoit sealihaga salvest 0.53kg,1.0,salvest ühepajatoit sealihaga 0.53kg
826,kotletimaitseaine santa maria 0.028kg,1.0,santa maria kotletimaitseaine 0.028kg
1730,must leib fazer 0.6kg,1.0,fazer must leib 0.6kg
5155,mulgipuder suitsupeekoniga põltsamaa 0.53kg,1.0,põltsamaa mulgipuder suitsupeekoniga 0.53kg
817,kalamaitseaine ürtidega santa maria 0.015kg,1.0,santa maria kalamaitseaine ürtidega 0.015kg
5154,jahvatatud must pipar santa maria 0.045kg,1.0,santa maria must pipar jahvatatud 0.045kg
819,persillade santa maria 0.035kg,1.0,santa maria persillade 0.035kg
820,rosmariin santa maria 0.015kg,1.0,santa maria rosmariin 0.015kg
821,till santa maria 0.007kg,1.0,santa maria till 0.007kg
822,vahemere ürdisegu santa maria 0.012kg,1.0,santa maria vahemere ürdisegu 0.012kg
823,salatimaitseaine ürtidega santa maria 0.03kg,1.0,santa maria salatimaitseaine ürtidega 0.03kg
824,kalamaitseaine tilliga santa maria 0.025kg,1.0,santa maria kalamaitseaine tilliga 0.025kg
825,köömned santa maria 0.02kg,1.0,santa maria köömned 0.02kg
827,lihamaitseaine ürdi-küüslaugu santa maria 0.02kg,1.0,santa maria lihamaitseaine ürdi-küüslaugu 0.02kg
936,karri santa maria 0.025kg,1.0,santa maria karri 0.025kg
828,kanamaitseaine kollane karri santa maria 0.024kg,1.0,santa maria kanamaitseaine kollane karri 0.024kg
3533,leivasupp puuviljadega tartu mill 0.3kg,1.0,tartu mill leivasupp puuviljadega 0.3kg
830,šašlõkimaitseaine santa maria 0.045kg,1.0,santa maria šašlõkimaitseaine 0.045kg
5152,rassolnik sealihaga põltsamaa 0.53kg,1.0,põltsamaa rassolnik sealihaga 0.53kg
5151,tomatiketšup felix 1kg,1.0,felix tomatiketšup 1kg
7691,kondenspiimajäätis öko la muu 0.4kg,1.0,la muu kondenspiimajäätis öko 0.4kg
4594,teriyaki maitseainesegu santa maria 0.044kg,1.0,santa maria teriyaki maitseainesegu 0.044kg
1721,piim alma 2.5% 1.5l,1.0,alma piim 2.5% 1.5l
837,rukkileib kodukandi eesti pagar 0.39kg,1.0,eesti pagar kodukandi rukkileib 0.39kg
839,piim alma 2.5% 1l,1.0,alma piim 2.5% 1l
1719,tsitrus-grillisegu santa maria 0.035kg,1.0,santa maria tsitrus-grillisegu 0.035kg
3514,juust tilsit valio 0.2kg,1.0,valio juust tilsit 0.2kg
813,marinaad teriyaki santa maria 0.075kg,1.0,santa maria marinaad teriyaki 0.075kg
1734,verikäkk rakvere 0.44kg,1.0,rakvere verikäkk 0.44kg
1736,täisterasepik eesti pagar 0.5kg,1.0,eesti pagar täisterasepik 0.5kg
4580,salatikaste vahemere stiilis felix 0.375kg,1.0,felix vahemere stiilis salatikaste 0.375kg
5238,oliivide segu marineeritud kivideta gaea 0.15kg,1.0,gaea marineeritud kivideta oliivide segu 0.15kg
3485,toorjuust murulauguga farmi 0.15kg,1.0,farmi toorjuust murulauguga 0.15kg
1763,kirsijook aura 1l,1.0,aura kirsijook 1l
5236,värskekapsaborš veiselihaga põltsamaa 0.53kg,1.0,põltsamaa värskekapsaborš veiselihaga 0.53kg
8866,rumm plantation original dark 40% 0.7l,1.0,plantation original dark rumm 40% 0.7l
5231,praekapsas salvest 0.9kg,1.0,salvest praekapsas 0.9kg
1762,piparkoogimaitseaine santa maria 0.03kg,1.0,santa maria piparkoogimaitseaine 0.03kg
789,kohupiimapasta banaani tere 0.3kg,1.0,tere banaani kohupiimapasta 0.3kg
3488,kaerahelbed täistera jämedad tartu mill 1kg,1.0,tartu mill täistera jämedad kaerahelbed 1kg
791,rukkileib rehe eesti pagar 0.39kg,1.0,eesti pagar rehe rukkileib 0.39kg
8681,muu piiritusjook 5* metaxa 38% 0.5l,1.0,metaxa 5* muu piiritusjook 38% 0.5l
1758,loorberileht santa maria 0.004kg,1.0,santa maria loorberileht 0.004kg
1757,iirised kalev kiss-kiss 0.15kg,1.0,kalev kiss-kiss iirised 0.15kg
1756,kookosjook santa maria 0.25l,1.0,santa maria kookosjook 0.25l
1751,must põrandaleib fazer 0.39kg,1.0,fazer must põrandaleib 0.39kg
1749,õlu lapin kulta 5.2% 0.5l,1.0,lapin kulta õlu 5.2% 0.5l
802,täisterakaerahelbed baltix 0.5kg,1.0,baltix täisterakaerahelbed 0.5kg
3495,juust bresto e-piim 0.2kg,1.0,e-piim bresto juust 0.2kg
3501,toorjuust küüslauguga farmi 0.15kg,1.0,farmi toorjuust küüslauguga 0.15kg
3972,seljanka kodune mamma 0.3kg,1.0,mamma kodune seljanka 0.3kg
1740,piim laktoosivaba tere 2.5% 1l,1.0,tere laktoosivaba piim 2.5% 1l
1738,seemnepala fazer 0.28kg,1.0,fazer seemnepala 0.28kg
842,mitmevilja pehmik eesti pagar 0.24kg,1.0,eesti pagar mitmevilja pehmik 0.24kg
3546,must pipar jahvatatud santa maria 0.036kg,1.0,santa maria must pipar jahvatatud 0.036kg
5136,tordipulber juubeli vilma 0.45kg,1.0,vilma tordipulber juubeli 0.45kg
3610,õlu grimbergen blonde 6.7% 0.5l,1.0,grimbergen blonde õlu 6.7% 0.5l
1674,kalakaste thai choice 0.2l,1.0,thai choice kalakaste 0.2l
8708,rumm barracuda gold 38% 0.7l,1.0,barracuda gold rumm 38% 0.7l
3612,kurk maitselt mahe salvest 675 0.36kg,1.0,salvest maitselt mahe kurk 675 0.36kg
1667,porgandileib karja pagar 0.39kg,1.0,karja pagar porgandileib 0.39kg
1483,köögiviljasegu fit maahärra 0.4kg,1.0,maahärra fit köögiviljasegu 0.4kg
8129,kook pealinna eesti pagar 1.1kg,1.0,eesti pagar pealinna kook 1.1kg
3622,õunakaste salvest 0.53kg,1.0,salvest õunakaste 0.53kg
7727,muu piiritusjook aramis vs 30% 0.5l,1.0,aramis vs muu piiritusjook 30% 0.5l
910,küüslaugusool santa maria 0.04kg,1.0,santa maria küüslaugusool 0.04kg
5033,küpsetusšokolaad tume fazer 0.2kg,1.0,fazer tume küpsetusšokolaad 0.2kg
3641,sidrunipipar santa maria 0.055kg,1.0,santa maria sidrunipipar 0.055kg
8120,ahjubroiler klassikaline tallegg kg,1.0,tallegg klassikaline ahjubroiler kg
3659,kõrvitsasalat põltsamaa 560 0.31kg,1.0,põltsamaa kõrvitsasalat 560 0.31kg
3661,minipelmeenid pealinna 0.35kg,1.0,pealinna minipelmeenid 0.35kg
920,õlu a le coq premium select 4.3% 0.355l,1.0,a le coq premium select õlu 4.3% 0.355l
8847,jätkupiimasegu aptamil immuno care 2 6k+ 0.8kg,1.0,aptamil immuno care 2 jätkupiimasegu 6k+ 0.8kg
4987,salatikaste klassikaline felix 0.375kg,1.0,felix klassikaline salatikaste 0.375kg
4986,terav tomatiketšup felix 0.5kg,1.0,felix terav tomatiketšup 0.5kg
7833,viin moskovskaya cedar nut 40% 0.5l,1.0,moskovskaya cedar nut viin 40% 0.5l
4978,praekapsas porgandiga salvest 0.9kg,1.0,salvest porgandiga praekapsas 0.9kg
1644,täistera röst pala leibur 0.22kg,1.0,leibur röst täistera pala 0.22kg
3669,sojakaste heinz 0.15l,1.0,heinz sojakaste 0.15l
1509,must pipar purustatud santa maria 0.018kg,1.0,santa maria must pipar purustatud 0.018kg
1675,must pipar jahvatatud santa maria 0.016kg,1.0,santa maria must pipar jahvatatud 0.016kg
889,kartulimaitseaine santa maria 0.03kg,1.0,santa maria kartulimaitseaine 0.03kg
3566,kiirkaerahelbed täistera tartu mill 1kg,1.0,tartu mill täistera kiirkaerahelbed 1kg
5080,prantsuse kohupiimakook eesti pagar 0.32kg,1.0,eesti pagar prantsuse kohupiimakook 0.32kg
1710,pagariröst täistera eesti pagar 0.43kg,1.0,eesti pagar pagariröst täistera 0.43kg
5133,kannujook kirsi-aroonia põltsamaa 1l,1.0,põltsamaa kirsi-aroonia kannujook 1l
3571,kirsilimonaad öun mahe 0.33l,1.0,öun kirsilimonaad mahe 0.33l
8139,viie pipra segu santa maria 0.19kg,1.0,santa maria viie pipra segu 0.19kg
4595,karri ja mango maitseainesegu santa maria 0.041kg,1.0,santa maria karri ja mango maitseainesegu 0.041kg
5108,hakkliha kodune rakvere 0.4kg,1.0,rakvere kodune hakkliha 0.4kg
863,sai kirde leibur 0.3kg,1.0,leibur kirde sai 0.3kg
5106,juust eesti light viilutatud estover 0.2kg,1.0,estover eesti juust light viilutatud 0.2kg
3965,apelsinimahl pure 1l,1.0,pure apelsinimahl 1l
5103,pastakaste basilico barilla 0.4kg,1.0,barilla pastakaste basilico 0.4kg
5096,piimik šokolaadiga eesti pagar 0.4kg,1.0,eesti pagar piimik šokolaadiga 0.4kg
870,hakklihamaitseaine santa maria 0.03kg,1.0,santa maria hakklihamaitseaine 0.03kg
871,kakao kohupiimapasta tere 0.3kg,1.0,tere kakao kohupiimapasta 0.3kg
5095,pilaff salvest 0.53kg,1.0,salvest pilaff 0.53kg
4602,kummikommid fazer tutti frutti original 0.35kg,1.0,fazer tutti frutti original kummikommid 0.35kg
3596,talukurk salvest 675 0.36kg,1.0,salvest talukurk 675 0.36kg
3962,risotoriis veski mati 0.5kg,1.0,veski mati risotoriis 0.5kg
877,tüümian santa maria 0.01kg,1.0,santa maria tüümian 0.01kg
1691,kartuli-röstsibula pehmik eesti pagar 0kg,1.0,eesti pagar kartuli-röstsibula pehmik 0kg
3604,soolakurk punase tšilliga 0.3kg,1.0,soolakurk punase tšilliga 0.3kg
5085,poolsuitsuvorst rakvere 0.35kg,1.0,rakvere poolsuitsuvorst 0.35kg
5084,forellisupp mamma 0.3kg,1.0,mamma forellisupp 0.3kg
1136,jogurtijook kreeka vaarika-virsiku alma 0.275kg,1.0,alma vaarika-virsiku kreeka jogurtijook 0.275kg
1418,pitsamaitseaine santa maria 0.009kg,1.0,santa maria pitsamaitseaine 0.009kg
1543,õlu corona extra 4.5% 0.355l,1.0,corona extra õlu 4.5% 0.355l
6469,päevalilleõli amphora 1l,1.0,amphora päevalilleõli 1l
6597,bbq kaste universaalne santa maria 0.355kg,1.0,santa maria bbq kaste universaalne 0.355kg
7269,juust eesti viilutatud estover 0.5kg,1.0,estover eesti juust viilutatud 0.5kg
149,batoon nesquik nestle 0.025kg,1.0,nestle nesquik batoon 0.025kg
151,tomatipasta pomi 0.2kg,1.0,pomi tomatipasta 0.2kg
8524,viin viru valge 40% 1l,1.0,viru valge viin 40% 1l
2671,kodujuust karulaugupestoga tere 0.3kg,1.0,tere karulaugupestoga kodujuust 0.3kg
2672,sulatatud juust krevettidega hiirte 0.2kg,1.0,hiirte juust sulatatud juust krevettidega 0.2kg
7264,küpsis olümpia kuno plaan 0.4kg,1.0,kuno plaan olümpia küpsis 0.4kg
6601,kaste bbq sriracha santa maria 0.35kg,1.0,santa maria bbq kaste sriracha 0.35kg
2891,jogurt maitsestamata alma 2.5% 1kg,1.0,alma maitsestamata jogurt 2.5% 1kg
2882,rukkileib karja pagar 0.72kg,1.0,karja pagar rukkileib 0.72kg
2874,karbonaad viilutatud karni 0.12kg,1.0,karni karbonaad viilutatud 0.12kg
8803,gin beefeater london dry 40% 0.7l,1.0,beefeater london dry gin 40% 0.7l
6599,seljanka põltsamaa 0.53kg,1.0,põltsamaa seljanka 0.53kg
6598,bbq kaste suitsumaitseline santa maria 0.365kg,1.0,santa maria bbq kaste suitsumaitseline 0.365kg
162,kohupiimakreem rabarberikisselliga alma 0.14kg,1.0,alma kohupiimakreem rabarberikisselliga 0.14kg
145,hea sai eesti pagar 0.3kg,1.0,eesti pagar hea sai 0.3kg
6596,sea sisefilee rakvere kg,1.0,rakvere sea sisefilee kg
6277,ingver marineeritud thai choice 0.454kg,1.0,thai choice marineeritud ingver 0.454kg
1379,ürdisegu küüslauguga santa maria 0.028kg,1.0,santa maria ürdisegu küüslauguga 0.028kg
7258,juust mo saaremaa 0.5kg,1.0,mo saaremaa juust 0.5kg
2286,nisujahu täistera tartu mill 1kg,1.0,tartu mill täistera nisujahu 1kg
2858,pärmi-lehttaigen eesti pagar 0.5kg,1.0,eesti pagar pärmi-lehttaigen 0.5kg
6298,täissuitsuvorst moskva oskar 0.21kg,1.0,oskar täissuitsuvorst moskva 0.21kg
2684,röst mitmevilja leibur 0.47kg,1.0,leibur mitmevilja röst 0.47kg
9127,cognac larsen vsop 40% 0.7l karbis,1.0,larsen vsop cognac karbis 40% 0.7l
2688,seemneröst fazer 0.45kg,1.0,fazer seemneröst 0.45kg
6580,mustika broilerikintsuliha rannamõisa 0.4kg,1.0,rannamõisa mustika broilerikintsuliha 0.4kg
2700,hernesupp 3min 0.5kg,1.0,hernesupp 3min 0.5kg
6565,hakklihamaitseaine santa maria 0.28kg,1.0,santa maria hakklihamaitseaine 0.28kg
2703,hapukapsaborš 3min 0.48kg,1.0,hapukapsaborš 3min 0.48kg
4331,kaste sweet and sour ananassiga felix 0.5kg,1.0,felix sweet and sour kaste ananassiga 0.5kg
6237,seljanka salvest 0.53kg,1.0,salvest seljanka 0.53kg
2339,sulatatud juust murulauguga merevaik 0.2kg,1.0,merevaik sulatatud juust murulauguga 0.2kg
6647,siirup mojito mint monin 0.25l,1.0,monin mojito mint siirup 0.25l
7097,sea välisfilee rakvere kg,1.0,rakvere sea välisfilee kg
2338,sulatatud juust röstitud kanaga merevaik 0.2kg,1.0,merevaik sulatatud juust röstitud kanaga 0.2kg
1344,pune santa maria 0.005kg,1.0,santa maria pune 0.005kg
2940,odrajahu veski mati 1.5kg,1.0,veski mati odrajahu 1.5kg
8450,gin saaremaa gin ore 37.5% 0.5l,1.0,saaremaa gin saaremaa ore gin 37.5% 0.5l
2800,kaera- ja riisihelbe segu veski mati 0.5kg,1.0,veski mati kaera- ja riisihelbe segu 0.5kg
2583,riisihelbed tartu mill 0.5kg,1.0,tartu mill riisihelbed 0.5kg
8988,whisky jack daniel's tennessee 40% 0.7l,1.0,jack daniel's tennessee whisky 40% 0.7l
2584,tordipulber juubeli tartu mill 0.45kg,1.0,tartu mill tordipulber juubeli 0.45kg
8338,liköör vana tallinn wild spices 35% 0.5l,1.0,vana tallinn wild spices liköör 35% 0.5l
2326,muffinipulber tartu mill 0.4kg,1.0,tartu mill muffinipulber 0.4kg
7286,trühvlid kalev 0.16kg,1.0,kalev trühvlid 0.16kg
1345,broilerimaitseaine santa maria 0.043kg,1.0,santa maria broilerimaitseaine 0.043kg
122,vesi gaasita aura spring 0.5l,1.0,aura spring gaasita vesi 0.5l
8444,gin saaremaa kurk-ingver 37.5% 0.5l,1.0,saaremaa gin kurk-ingver 37.5% 0.5l
7962,meekook eesti pagar 1kg,1.0,eesti pagar meekook 1kg
4405,mõisa poolsuitsuvorst rakvere 0.35kg,1.0,rakvere poolsuitsuvorst mõisa 0.35kg
2322,sefiir mustikamaitseline laima 0.2kg,1.0,laima mustikamaitseline sefiir 0.2kg
2319,hapukoor tere 30% 0.33kg,1.0,tere hapukoor 30% 0.33kg
4148,meesinep põltsamaa 0.17kg,1.0,põltsamaa meesinep 0.17kg
6641,halvaa-koorejäätis onu eskimo 1l 0.48kg,1.0,onu eskimo halvaa-koorejäätis 0.48kg 1l
4395,palsamiäädikas borges 0.25l,1.0,borges palsamiäädikas 0.25l
4322,õllemops juustuga wõro 0.5kg,1.0,wõro õllemops juustuga 0.5kg
136,kohvikoor alma 10% 0.2l,1.0,alma kohvikoor 10% 0.2l
7120,mesi kreemjas jõumees 0.45kg,1.0,jõumees kreemjas mesi 0.45kg
4390,pastakaste felix 0.5kg,1.0,felix pastakaste 0.5kg
8346,liköör vana tallinn 40% 0.5l,1.0,vana tallinn liköör 40% 0.5l
4329,tšillipulber santa maria 0.041kg,1.0,santa maria tšillipulber 0.041kg
4389,tükksuhkur tume dansukker fairtrade 0.5kg,1.0,dansukker tume tükksuhkur fairtrade 0.5kg
2913,kookoskreem thai choice 0.4l,1.0,thai choice kookoskreem 0.4l
6563,sojakaste kikkoman 0.15l,1.0,kikkoman sojakaste 0.15l
8554,tellicherry pipar veskis santa maria 0.21kg,1.0,santa maria tellicherry pipar 0.21kg veskis
7254,tallegg delikatessrulaad 0.5kg,1.0,tallegg delikatessrulaad 0.5kg
6464,mesi ingveriga jõumees 0.3kg,1.0,jõumees mesi ingveriga 0.3kg
2230,viie pipra segu santa maria 0.025kg,1.0,santa maria viie pipra segu 0.025kg
2229,liha üldmaitseaine santa maria 0.051kg,1.0,santa maria liha üldmaitseaine 0.051kg
7978,liköör chocolate cream vana tallinn 16% 0.5l,1.0,vana tallinn chocolate cream liköör 16% 0.5l
2190,tuhksuhkur dansukker 0.5kg,1.0,dansukker tuhksuhkur 0.5kg
434,koorikleib rehe eesti pagar 0.2kg,1.0,eesti pagar rehe koorikleib 0.2kg
9054,gin metsis handcrafted gin 44% 0.5l,1.0,metsis handcrafted gin 44% 0.5l
2222,kakao padjakesed start 0.25kg,1.0,start kakao padjakesed 0.25kg
6466,rapsiõli amphora 1l,1.0,amphora rapsiõli 1l
6465,täissuitsuvorst pepperoni oskar 0.21kg,1.0,oskar pepperoni täissuitsuvorst 0.21kg
6389,täissuitsuvorst saaremaa 0.22kg,1.0,saaremaa täissuitsuvorst 0.22kg
229,piim alma 2.5% 0.5l,1.0,alma piim 2.5% 0.5l
2790,piimabatoonike vahvliga kalev mesikäpp 0.15kg,1.0,kalev mesikäpp vahvliga piimabatoonike 0.15kg
6392,juust lapimaa 0.22kg,1.0,lapimaa juust 0.22kg
2218,kamajahu tartu mill 0.4kg,1.0,tartu mill kamajahu 0.4kg
7168,napoleoni kook gustav 0.45kg,1.0,gustav napoleoni kook 0.45kg
7140,kaneel jahvatatud santa maria 0.21kg,1.0,santa maria kaneel jahvatatud 0.21kg
2803,kiirkaerahelbed nordic 0.5kg,1.0,nordic kiirkaerahelbed 0.5kg
239,kohuke mooniseemnetega aasa 0.04kg,1.0,aasa mooniseemnetega kohuke 0.04kg
7169,riivjuust eesti valio 0.5kg,1.0,valio eesti riivjuust 0.5kg
6450,juust forte speciale valio 0.18kg,1.0,valio forte speciale juust 0.18kg
2197,granaatõunajook aura 1l,1.0,aura granaatõunajook 1l
4364,rassolnik mamma 0.3kg,1.0,mamma rassolnik 0.3kg
6434,mesi õietolmu ja taruvaiguga jõumees 0.3kg,1.0,jõumees mesi õietolmu ja taruvaiguga 0.3kg
2801,helbed seemnete ja kliidega veski mati 0.5kg,1.0,veski mati seemnete ja kliidega helbed 0.5kg
1256,kaerasepik eesti pagar 0.3kg,1.0,eesti pagar kaerasepik 0.3kg
7175,baby back searibi jahutatud rakvere kg,1.0,rakvere baby back searibi jahutatud kg
2207,keefir laktoosivaba hellus 1kg,1.0,hellus laktoosivaba keefir 1kg
253,kohupiim ricotta piimameister otto 0.2kg,1.0,piimameister otto ricotta kohupiim 0.2kg
6417,sea välisfilee rakvere kg,1.0,rakvere sea välisfilee kg
2201,kodujuust laktoosivaba piimameister otto 0.22kg,1.0,piimameister otto laktoosivaba kodujuust 0.22kg
9048,calvados coquerel xo 40% 0.5l,1.0,coquerel xo calvados 40% 0.5l
4156,küüslaugukurk salvest 675 0.36kg,1.0,salvest küüslaugukurk 675 0.36kg
7233,viin laua 40% 0.5l,1.0,laua viin 40% 0.5l
2824,kummikommid haribo kuldkarud 0.2kg,1.0,haribo kuldkarud kummikommid 0.2kg
6309,terav tomatiketšup felix 1kg,1.0,felix terav tomatiketšup 1kg
9119,cognac courvoisier vsop 40% 0.7l,1.0,courvoisier vsop cognac 40% 0.7l
6552,kärjemesi jõumees 0.2kg,1.0,jõumees kärjemesi 0.2kg
6536,vaarikamoos põltsamaa 0.38kg,1.0,põltsamaa vaarikamoos 0.38kg
1276,linaseemnesepik leibur 0.36kg,1.0,leibur linaseemnesepik 0.36kg
297,kaerahelbed tartu mill 0.5kg,1.0,tartu mill kaerahelbed 0.5kg
8369,liköör koskenkorva salmiakki 30% 0.5l,1.0,koskenkorva salmiakki liköör 30% 0.5l
6533,ameerika broilerikintsud rannamõisa 0.67kg,1.0,rannamõisa ameerika broilerikintsud 0.67kg
2174,sulatatud juust kadaka mo saaremaa 0.185kg,1.0,mo saaremaa kadaka sulatatud juust 0.185kg
1275,kodusai röst fazer 0.5kg,1.0,fazer kodusai röst 0.5kg
7968,liköör chocolate cream vana tallinn 16% 0.5l,1.0,vana tallinn chocolate cream liköör 16% 0.5l
6516,juust andre classic kg,1.0,andre juust classic kg
2253,õlu saku porter 6.9% 0.5l,1.0,saku porter õlu 6.9% 0.5l
2737,energiajook red bull suhkruvaba 0.355l,1.0,red bull energiajook suhkruvaba 0.355l
2180,täisterasepik kuldne leibur 0.5kg,1.0,leibur kuldne täisterasepik 0.5kg
8546,muu alkohoolne jook aperol 11% 0.7l,1.0,aperol muu alkohoolne jook 11% 0.7l
2242,jahutatud broilerimaks tallegg 0.5kg,1.0,tallegg broilerimaks jahutatud 0.5kg
9046,cognac meukow vs 40% 0.7l,1.0,meukow vs cognac 40% 0.7l
1377,kuivmarinaadisegu ribidele santa maria 0.03kg,1.0,santa maria kuivmarinaadisegu ribidele 0.03kg
2770,õlu miller genuine draft 4.7% 0.33l,1.0,miller genuine draft õlu 4.7% 0.33l
4347,täisteraspeltajahu veski mati 1kg,1.0,veski mati täisteraspeltajahu 1kg
1266,ploominektar aura 1l,1.0,aura ploominektar 1l
7972,viin zubrowka biala 40% 0.5l,1.0,zubrowka biala viin 40% 0.5l
2775,kohupiimakreem brownie alma 0.38kg,1.0,alma brownie kohupiimakreem 0.38kg
215,guljašš pastaga knorr 0.016kg,1.0,knorr guljašš pastaga 0.016kg
9047,cognac hennessy vsop 40% 0.35l,1.0,hennessy vsop cognac 40% 0.35l
2231,kiluvürts santa maria 0.03kg,1.0,santa maria kiluvürts 0.03kg
6346,kardemon jahvatatud santa maria 0.035kg,1.0,santa maria kardemon jahvatatud 0.035kg
2825,kummikommid haribo fantaasia 0.2kg,1.0,haribo fantaasia kummikommid 0.2kg
2945,seaguljašš rakvere 0.38kg,1.0,rakvere seaguljašš 0.38kg
1234,kohupiimakreem mustika alma 0.3kg,1.0,alma mustika kohupiimakreem 0.3kg
2946,seemneleib fazer 0.4kg,1.0,fazer seemneleib 0.4kg
2497,salatipeet salvest 0.395kg,1.0,salvest salatipeet 0.395kg
7018,fileerullid tilli ja võiga nõo special 0.46kg,1.0,nõo fileerullid tilli ja võiga 0.46kg special
8466,brandy ibis xo 36% 0.5l,1.0,ibis xo brandy 36% 0.5l
2484,ketšup adžika salvest 0.36kg,1.0,salvest adžika ketšup 0.36kg
2485,rassolnik 3min 0.5kg,1.0,rassolnik 3min 0.5kg
4104,karastusjook coca-cola zero 2l,1.0,coca-cola zero karastusjook 2l
2489,toorsuitsupeekoni kuubikud rakvere 0.14kg,1.0,rakvere toorsuitsupeekoni kuubikud 0.14kg
2491,taco maitseainesegu kanale santa maria 0.028kg,1.0,santa maria taco maitseainesegu kanale 0.028kg
2442,salatikurk salvest 0.395kg,1.0,salvest salatikurk 0.395kg
2404,kodujuust alma 5% 0.5kg,1.0,alma kodujuust 5% 0.5kg
2495,ketšup salvest 0.27kg,1.0,salvest ketšup 0.27kg
45,maasikajook limpa 0.25l,1.0,limpa maasikajook 0.25l
